music_id	typicality
614	0.009255134578051027
563	0.009187217244398322
569	0.009122268296434517
71	0.009115784023699692
4	0.009104503481723956
590	0.009099026387481553
500	0.009084363199443791
602	0.009041198577341134
682	0.009039156263373926
499	0.009029222975373997
549	0.009025935735382809
531	0.00901644780770211
73	0.009010617700041138
572	0.00898293858631593
2	0.008971691491253249
172	0.008965344196768341
586	0.008961005272794444
174	0.00894028511382013
68	0.008919872494992634
274	0.008898776203062835
625	0.008884147004949366
637	0.00888349916612003
23	0.008865963432923368
251	0.008856823333084983
601	0.008829378844359276
662	0.008828190358814268
574	0.008824459888564003
517	0.008783685563218686
136	0.008759381210841194
17	0.008747856105931144
387	0.0087126630410625
48	0.008691814764419367
49	0.008684368844683186
90	0.008668802698738015
226	0.00865113083698866
541	0.008648187995282918
54	0.008645972394311278
218	0.008623512431035799
426	0.008617648722703198
522	0.008602177183998272
725	0.008598282058543244
703	0.0085764036075638
112	0.008575710462030121
454	0.008556015862375893
305	0.008555756603616056
400	0.00855293353397955
658	0.008546104853105262
163	0.008543483129016505
444	0.008541051987884046
548	0.008537170589922805
330	0.008528939561867822
558	0.008526992825015886
440	0.008522339759453587
30	0.008497411544722534
674	0.008492969792632709
652	0.008460910942934354
188	0.008450226936256081
181	0.008446188129045951
571	0.008442285106318014
708	0.008433724901824143
412	0.008429529946541638
697	0.00842503375777571
129	0.008420267869378783
670	0.0084198360956756
639	0.008419558360392272
675	0.00838945722728876
551	0.008363057553414259
513	0.008327636983457143
667	0.008298133159298095
39	0.008295112467403849
618	0.008287449804234027
475	0.008279843807995662
480	0.00826335568958251
576	0.008250120477187766
233	0.008239458111927531
712	0.008227259361733706
628	0.008218702289678165
94	0.008206647551680284
506	0.008147858391609102
272	0.008144992485458465
587	0.008088368998122344
343	0.008053509794909463
620	0.008029837259731287
106	0.008018776164826314
515	0.00801756059181526
681	0.008011003301455086
238	0.008008993843699044
38	0.00799538735523218
661	0.00792147079130438
694	0.00791081826327411
263	0.007904607222579452
79	0.007904309036025917
545	0.007875137722022349
593	0.007847271646410284
10	0.007825455247899602
158	0.007804203329078169
698	0.007731530139093768
290	0.007704426341501612
717	0.007671465715061052
472	0.007599852686683378
5	0.007553413056624196
446	0.007529259598206912
56	0.007463069310336683
512	0.00740970874212584
642	0.007401209339512876
669	0.0073945510626503026
124	0.007289208193883732
177	0.007180924199053468
595	0.007176066130762169
26	0.007168014854947874
589	0.007154235199564017
441	0.007097754092260786
145	0.006892234174657875
423	0.006890632225675264
668	0.006889311244408968
709	0.0068714811763174585
275	0.006665861858578882
74	0.006374538248432837
368	0.006012068669544034
196	0.005850354591467406
141	0.005587533247038498
216	0.004205918301918188
