music_id	typicality
377	0.04112576879475952
134	0.04082761699942646
360	0.040758201822298945
43	0.040301058356674364
148	0.03956163043728246
50	0.0395317081173727
65	0.03944787414298437
96	0.03943207751298339
664	0.03929066513724344
582	0.03922077612513795
128	0.039070354751565325
711	0.03906899477998175
322	0.03856827423246252
208	0.038511983038508224
592	0.038160797881332684
202	0.03812664678325048
268	0.038090833548858984
672	0.03808551138031558
302	0.03786677744570363
180	0.037741948055036396
1	0.03765963438584599
15	0.037536775968390085
405	0.03585150895965173
109	0.03582745840968616
160	0.03549943926527775
47	0.03483568366796903
