music_id	typicality
386	0.010054812734485481
490	0.00993792317485399
345	0.009905476820282989
461	0.009732691185931867
285	0.009709046545483902
535	0.009703361649027697
684	0.009698137354751944
452	0.009686692175504294
304	0.009665623305648333
573	0.00963947211902686
463	0.009625988606212927
138	0.009607908061894387
176	0.009578076750489072
456	0.009533989665677091
439	0.00953234803886363
518	0.00951568217365537
701	0.009504595945782675
402	0.009485013530333515
607	0.009477590654533248
437	0.009476664609270657
544	0.009472143811752336
516	0.009448996960839257
583	0.009436529433520652
677	0.009433145811968784
722	0.009424996904236678
656	0.009399634896871126
609	0.00939671056763899
271	0.009385629916814658
720	0.009379975704085636
393	0.00937163605850102
714	0.009346795069907488
193	0.009344141889455135
603	0.009333877707321787
727	0.0093232883211146
474	0.009320551355460234
229	0.0093076790190352
329	0.009282624965178218
638	0.009270397563079116
195	0.009232318796679177
686	0.00922912305285916
487	0.00922314582217557
250	0.009218464659066498
521	0.009212896905280462
530	0.009205182732715577
653	0.009204093024922248
53	0.009203640305516144
465	0.009197565929240493
420	0.009183004853116378
427	0.009173652516135623
469	0.009147671862395106
613	0.009140330931014014
213	0.009135963072434727
449	0.009133963692061455
217	0.009120978100730079
494	0.00911822640913093
498	0.009106951555051783
459	0.009098709543999314
428	0.009049097644746196
154	0.009040786312472038
433	0.009036437271958379
442	0.009023111555818409
640	0.009006806904538773
510	0.008970478290563357
239	0.008948170211294905
540	0.008911088749864895
292	0.008903381447247546
466	0.008894422398218551
482	0.008888970245527233
123	0.008885732996532265
224	0.008855756489247683
691	0.008844078399180968
189	0.008831765081134096
476	0.00880304171508938
282	0.008761322935072558
447	0.008743137641220075
486	0.008728801763443636
296	0.008669390288552683
646	0.008667317331165887
505	0.008610231246875004
245	0.008569781778240033
477	0.008563694794254685
436	0.008563207066246492
413	0.008525853134495325
481	0.008472305537102612
479	0.008414485247854367
552	0.00840625357202865
153	0.008353325507023246
550	0.00820965610494602
559	0.00817769795675795
321	0.008108058533762617
514	0.008104382268166864
378	0.008071406794392645
264	0.008052262611998203
557	0.008004616399050257
585	0.00799973463481719
362	0.007985676258107746
566	0.00790677260296176
626	0.007701863344536606
143	0.007656709262274637
501	0.007574930610027328
453	0.007553859960882786
119	0.007526494060324584
695	0.007490565731731206
111	0.0074805013750047986
336	0.007369620075405432
445	0.007349123002364498
165	0.007274418242101267
102	0.007192546425615114
359	0.00710355109735716
650	0.006898742793149712
276	0.006786269909999601
532	0.006775324419055989
665	0.006711289554503907
707	0.0039559575906787485
