music_id	typicality
6	0.023922955181898017
340	0.02359289194655458
575	0.02356349222083772
404	0.023546928591308174
164	0.023535753847026664
37	0.023434912246497606
113	0.0233753624506026
390	0.023350647173648688
157	0.023320806126142346
724	0.02331188621983294
347	0.023288750543946204
619	0.02327576021114935
659	0.023259197722486726
273	0.023147965391084078
369	0.02310634547912584
600	0.02300531409288404
491	0.02291066060064607
107	0.022866469458051788
458	0.02284520099791277
58	0.022844404644798443
122	0.022819341028084163
432	0.02281688186072871
162	0.022794263550805317
219	0.02275331628413824
21	0.022592089520984272
132	0.022573119868426417
197	0.022560993784375528
281	0.022437316952662073
688	0.02241534992067397
27	0.022286436199787766
227	0.02228069395604693
334	0.022260009860470817
223	0.022172636171319076
114	0.022169426546955667
75	0.02195106884295907
140	0.021428397419274974
101	0.02101314338790391
379	0.020896692438634533
95	0.02052218508457873
283	0.02050977270353946
178	0.01968693350718779
320	0.01933846070815956
46	0.018531578562171157
502	0.018109279619827973
536	0.0175749070738693
