music_id	typicality
8	0.0036800406034433256
7	0.0035250192151776894
0	0.0035209868958513617
215	0.0035041043715731994
676	0.0034966019395455974
328	0.0034930636741006458
414	0.003479580065201312
314	0.0034795371109052923
207	0.003475069814254462
249	0.0034736269259465326
32	0.003469482867764844
35	0.003468259285363549
265	0.0034619124942323076
680	0.003460152482826968
270	0.0034541036162509687
597	0.0034501544031372198
366	0.003447214741677548
356	0.0034460485034054737
19	0.003444997360836332
24	0.0034441269759870876
371	0.003443814764482715
133	0.0034401662218667647
288	0.0034387306920928163
235	0.003435473520546727
422	0.00342517384223128
86	0.0034144008449696088
175	0.0034071814183462726
63	0.003406018751213555
407	0.00340439008821767
121	0.0034043326867260453
489	0.0034038952093883653
507	0.003399231021144756
257	0.0033964541285635714
547	0.0033938678402298753
258	0.003391783140543279
679	0.0033912608186487917
470	0.003390687725972614
716	0.003386660143139517
92	0.0033818240639679723
367	0.0033783721609864877
468	0.0033780269616066247
52	0.0033722917768285
266	0.0033716450239009727
150	0.003370055618203279
284	0.003367482039755622
339	0.0033664676734517884
108	0.0033657294825824406
533	0.003362411565121833
161	0.003360610602548221
44	0.003359853688290482
349	0.0033590628078483823
699	0.0033540751453492975
409	0.0033535733907100397
353	0.0033523614081101324
81	0.0033511278593093396
341	0.0033495724505282075
651	0.003349420411340973
291	0.003347226568046549
115	0.0033451046848607326
401	0.0033400491032671187
88	0.003334371953949857
120	0.003333978585097922
3	0.0033317330203182336
418	0.003331679213626798
385	0.0033313676343105212
358	0.003330623998001699
562	0.0033294504716624364
232	0.003329215017958732
313	0.0033282671487264866
396	0.0033266169950332825
246	0.0033261923370087915
621	0.0033259102990689164
351	0.0033258101904259244
399	0.0033245522665935404
11	0.0033244341425937335
295	0.0033224192437734663
194	0.003322321725896496
678	0.0033222270394229433
220	0.003320119631665945
83	0.0033197465675771118
236	0.003318889496044608
634	0.003318097871046929
225	0.0033157966558342504
579	0.0033146431914404324
159	0.0033143670237004074
623	0.00331042547901901
20	0.0033101495696521567
346	0.0033092314465114096
478	0.0033076800127513997
344	0.0033066516460934486
581	0.003304394893083395
230	0.003302649576400436
693	0.003302185595643578
318	0.0033015267247029296
492	0.0033014740305330604
214	0.0033005312195008877
78	0.0032968598845225334
631	0.0032945280640067328
31	0.003289996280991108
203	0.003289955586845645
706	0.0032887582434914754
342	0.003288611730637964
179	0.003287609382849668
713	0.0032865054740950843
80	0.003284149777924522
67	0.003283599745994635
645	0.0032823877832118785
636	0.003280842107405418
66	0.0032751971078638985
280	0.003274722798859894
70	0.003274590677583745
261	0.0032720896197891455
228	0.003268878600587078
392	0.0032671646192146304
415	0.0032667548013584936
206	0.0032666081050473595
364	0.0032616532219932673
687	0.0032600891962076884
100	0.0032577558874120945
130	0.003257705407803654
287	0.003256255353676942
485	0.003256015324776534
59	0.0032514535124377993
721	0.003250881245225481
34	0.003248292680118803
398	0.0032471579841600673
577	0.0032469719440598316
649	0.0032444378480100257
242	0.003242323883541206
591	0.003239871070598014
85	0.0032377369616556316
527	0.0032363035291881753
647	0.003234648503362471
76	0.003233789420204585
69	0.003233750349279514
554	0.0032325231799653414
99	0.0032258522791572194
608	0.0032236628287420307
719	0.0032230957448834453
135	0.0032214106223406
325	0.003219536888837474
168	0.0032186818536189036
523	0.003218591648383876
594	0.0032166939304201837
156	0.0032148358080582354
190	0.003213748975778394
205	0.0032135721824740316
192	0.003213394207891669
641	0.0032063009518534763
338	0.003204579841207423
151	0.0032036290471012517
373	0.003203301117651153
36	0.003197130891541205
617	0.0031926113259774357
28	0.003191608891614024
